3.83488,-12.0954,12.025
14.7968,-12.0954,12.5516
14.828,-12.0954,12.3378
6.76981,-12.0954,2.38419e-06
5.82047,-12.0954,0.0769095
12.4054,-12.0954,0.00825214
12.1938,-12.0954,2.38419e-06
9.36981,-12.0954,2.38419e-06
13.9547,-12.0954,13.969
5.48595,-12.0954,0.181829
5.233,-12.0954,0.30012
5.18988,-12.0954,0.320289
4.96384,-12.0954,0.462817
4.71634,-12.0954,0.656567
4.43689,-12.0954,0.939015
13.4272,-12.0954,0.301077
13.3559,-12.0954,0.261631
13.1348,-12.0954,0.172668
14.1467,-12.0954,0.836213
3.91208,-12.0954,12.647
6.27272,-12.0954,14.6193
6.44481,-12.0954,14.625
12.1938,-12.0954,14.625
12.5233,-12.0954,14.605
14.1811,-12.0954,13.747
5.82146,-12.0954,14.5447
13.4282,-12.0954,14.3254
3.88254,-12.0954,2.10543
14.8435,-12.0954,12.232
5.94835,-12.0954,14.5775
3.85463,-12.0954,12.3383
4.13614,-12.0954,13.2322
4.9647,-12.0954,14.1613
5.04171,-12.0954,14.2173
3.85892,-12.0954,2.28725
3.84056,-12.0954,2.42856
4.15639,-12.0954,13.2752
4.29947,-12.0954,13.5003
14.832,-12.0954,2.28664
14.7703,-12.0954,1.96048
14.6777,-12.0954,1.67849
11.7,-19.7847,1.80745
11.7,-19.3293,1.96377
11.7,-18.5679,3.12923
11.7,-16.4504,2.86102e-06
11.7,-18.6077,2.89098
11.7,-18.6861,2.66252
11.7,-18.6077,3.60902
11.7,-20.5003,4.63326
11.7,-20.7215,4.53623
11.7,-21.1014,4.24053
11.7,-22.4954,6.825
11.7,-21.4432,3.60902
11.7,-22.4954,1.95
11.7,-21.4829,3.12923
11.7,-20.0254,1.7875
11.7,-20.2661,1.80745
11.7,-21.4432,2.89098
11.7,-21.2498,2.45009
11.7,-21.1014,2.25948
11.7,-20.9237,2.09588
11.7,-22.3192,1.13994
11.7,-20.8229,0.0198507
11.7,-20.5003,1.86674
11.7,-20.7215,1.96377
11.7,-21.5997,0.309558
11.7,-19.3293,4.53623
11.7,-19.5505,4.63326
11.7,-20.2661,4.69256
8.45,-16.4504,6.825
8.45,-20.5003,4.63326
8.45,-18.6861,2.66252
8.45,-18.8011,2.45009
8.45,-22.4164,1.40062
8.45,-21.4829,3.12923
8.45,-18.6077,3.60902
8.45,-21.2498,2.45009
8.45,-21.3647,2.66252
8.45,-21.4432,2.89098
8.45,-21.8224,0.476291
8.45,-22.3192,1.13994
8.45,-22.1859,0.895753
8.45,-20.9237,2.09588
8.45,-19.5505,1.86674
8.45,-16.4504,2.86102e-06
8.45,-21.5997,0.309558
8.45,-20.7215,1.96377
8.45,-20.2661,1.80745
8.45,-21.0948,0.0789914
8.45,-20.5003,1.86674
3.00665,-22.4954,1.95473
2.94475,-22.4954,2.28665
8.45,-22.4954,1.95
16.9836,-22.4954,1.97809
17.0406,-22.4954,2.26702
17.0625,-22.4954,2.58918
17.0625,-22.4954,2.6
17.0625,-22.4954,12.025
2.925,-22.4954,12.025
8.45,-22.4954,6.825
2.925,-22.4954,2.6
13.9899,-20.5454,2.86102e-06
11.7,-20.5454,2.86102e-06
6.44481,-12.0954,2.38419e-06
14.8519,-12.0954,2.6
14.8519,-12.0954,12.025
13.8518,-19.8954,14.625
5.70553,-20.5454,2.86102e-06
5.69911,-20.5506,9.53674e-06
5.54098,-20.6774,0.00447464
6.13027,-12.0954,0.0196753
6.11838,-12.0954,0.0204182
5.36722,-20.8166,0.0189896
5.03411,-21.0827,0.0762758
5.79708,-12.0954,0.081346
5.01929,-21.0945,0.0798211
4.93281,-21.1634,0.100513
4.79204,-21.275,0.14164
5.51993,-12.0954,0.170852
4.6536,-21.3843,0.189664
4.40224,-21.5809,0.298204
4.26842,-21.6846,0.367337
4.91351,-12.0954,0.494551
4.11329,-21.8032,0.460824
4.08863,-21.8219,0.476863
3.93694,-21.936,0.583017
3.84762,-22.002,0.654144
4.6612,-12.0954,0.701879
3.82465,-22.0189,0.673201
4.49409,-12.0954,0.878546
3.60987,-22.1726,0.876115
3.59116,-22.1857,0.895885
3.57895,-22.1942,0.908792
3.49856,-22.2489,1.00093
3.42268,-22.2988,1.09671
4.30031,-12.0954,1.12552
4.24412,-12.0954,1.20224
4.13779,-12.0954,1.3939
3.4036,-22.3109,1.12334
3.39147,-22.3185,1.14025
3.23879,-22.4096,1.37792
3.23139,-22.4135,1.39186
4.08592,-12.0954,1.48741
3.22666,-22.4159,1.40076
3.18483,-22.4378,1.47953
4.0089,-12.0954,1.67978
3.00788,-22.4954,1.95
3.91549,-12.0954,1.97901
3.02007,-22.4949,1.90481
3.05354,-22.4893,1.79575
3.96475,-12.0954,1.79006
3.09219,-22.4778,1.68849
3.83488,-12.0954,2.6
3.0022,-22.4954,1.97804
2.94549,-22.4954,2.27481
2.94011,-22.4816,12.293
3.85538,-12.0954,12.3502
3.01073,-22.4169,12.6464
3.91654,-12.0954,12.6703
3.11292,-22.3232,12.9457
4.00638,-12.0954,12.9464
3.16363,-22.2767,13.0687
4.0174,-12.0954,12.9802
3.29487,-22.1565,13.3086
3.45241,-22.0121,13.5348
3.63456,-21.8452,13.745
4.33132,-12.0954,13.5505
4.49396,-12.0954,13.7469
4.53944,-12.0954,13.8018
3.88236,-21.6182,13.9695
4.71678,-12.0954,13.9683
4.77748,-12.0954,14.0253
4.30807,-21.2281,14.2575
5.23411,-12.0954,14.3232
5.32797,-12.0954,14.3749
5.52108,-12.0954,14.4516
5.08383,-20.5172,14.548
5.63178,-12.0954,14.4956
5.12004,-20.484,14.5575
6.13087,-12.0954,14.6011
5.70043,-19.9522,14.6244
5.7624,-19.8954,14.625
17.0419,-22.4954,2.28668
14.8314,-12.0954,2.27776
16.9781,-22.4954,1.95
14.7736,-12.0954,1.97797
14.6694,-12.0954,1.65307
16.885,-22.4756,1.67826
16.8826,-22.4748,1.67259
14.5456,-12.0954,1.39255
16.6734,-22.3789,1.28613
16.5968,-22.3366,1.17928
16.5655,-22.3185,1.14027
14.5303,-12.0954,1.36026
16.5521,-22.3107,1.12346
14.3793,-12.0954,1.1243
16.5138,-22.2885,1.07578
16.3456,-22.1854,0.896008
14.3552,-12.0954,1.08657
16.3254,-22.1729,0.875901
16.2993,-22.1563,0.851186
14.1812,-12.0954,0.877634
15.9397,-21.9205,0.567418
15.7946,-21.8222,0.476555
13.9543,-12.0954,0.656135
13.9082,-12.0954,0.613056
15.7668,-21.8032,0.460886
15.6715,-21.7379,0.407143
15.5293,-21.6396,0.335898
15.4736,-21.6009,0.310344
13.7017,-12.0954,0.463015
15.4719,-21.5996,0.309599
13.6432,-12.0954,0.42054
15.1238,-21.3553,0.176716
15.1009,-21.3391,0.169766
13.0506,-12.0954,0.138782
14.74,-21.0827,0.0765328
12.8288,-12.0954,0.0796466
12.7322,-12.0954,0.0538859
